filename,label,split
photo_2024-12-13_17-32-17.jpg,center,train
photo_2024-12-13_17-32-19.jpg,left,train
photo_2024-12-13_17-32-24.jpg,right,train
photo_2024-12-13_17-32-26.jpg,center,train
photo_2024-12-13_17-32-27.jpg,left,train
photo_2024-12-13_17-32-28.jpg,left,test
photo_2024-12-13_17-32-29.jpg,left,train
photo_2024-12-13_17-32-30.jpg,center,train
photo_2024-12-13_17-32-31.jpg,left,train
photo_2024-12-13_17-32-32.jpg,center,train
photo_2024-12-13_17-32-33.jpg,center,train
photo_2024-12-13_17-32-34.jpg,center,train
photo_2024-12-13_17-32-35.jpg,right,train
photo_2024-12-13_17-32-36.jpg,right,train
photo_2024-12-13_17-32-39.jpg,right,train
photo_2024-12-13_17-32-41.jpg,right,test
photo_2024-12-13_17-32-42.jpg,right,val
photo_2024-12-13_17-32-43.jpg,center,train
photo_2024-12-13_17-32-46.jpg,left,val
photo_2024-12-13_17-32-47.jpg,center,test
photo_2024-12-13_17-32-48.jpg,center,train
photo_2024-12-13_17-32-49.jpg,left,train
photo_2024-12-13_17-32-50.jpg,left,train
photo_2024-12-13_17-32-51.jpg,left,val
photo_2024-12-13_17-32-52.jpg,center,test
photo_2024-12-13_17-32-53.jpg,center,train
photo_2024-12-13_17-32-54.jpg,right,val
photo_2024-12-13_17-32-55.jpg,center,train
photo_2024-12-13_17-33-00.jpg,center,train
photo_2024-12-13_17-33-02.jpg,left,val
photo_2024-12-13_17-33-03.jpg,center,train
photo_2024-12-13_17-33-04.jpg,left,train
photo_2024-12-13_17-33-05.jpg,left,train
photo_2024-12-13_17-33-06.jpg,center,train
photo_2024-12-13_17-33-07.jpg,right,train
photo_2024-12-13_17-33-08.jpg,right,train
photo_2024-12-13_17-33-09.jpg,center,train
photo_2024-12-13_17-33-10.jpg,right,val
photo_2024-12-13_17-33-19.jpg,center,train
photo_2024-12-13_17-33-20.jpg,left,train
photo_2024-12-13_17-33-29.jpg,right,train
photo_2024-12-13_17-33-30.jpg,center,train
photo_2024-12-13_17-33-31.jpg,right,train
photo_2024-12-13_17-33-32.jpg,center,test
photo_2024-12-13_17-33-33.jpg,left,test
photo_2024-12-13_17-33-34.jpg,center,val
photo_2024-12-13_17-33-35.jpg,left,train
photo_2024-12-13_17-33-36.jpg,left,test
photo_2024-12-13_17-33-37.jpg,right,train
photo_2024-12-13_17-33-38.jpg,center,val
photo_2024-12-13_17-33-39.jpg,left,train
photo_2024-12-13_17-33-40.jpg,right,train
photo_2024-12-13_17-33-43.jpg,left,train
photo_2024-12-13_17-33-45.jpg,center,train
photo_2024-12-13_17-33-46.jpg,right,test
photo_2024-12-13_17-33-47.jpg,right,train
photo_2024-12-13_17-33-48.jpg,center,train
photo_2024-12-14_04-18-39-088.jpg,left,train
photo_2024-12-14_04-18-42-854.jpg,center,val
photo_2024-12-14_04-18-44-898.jpg,center,val
photo_2024-12-14_04-18-45-018.jpg,left,train
photo_2024-12-14_04-18-46-089.jpg,left,train
photo_2024-12-14_04-18-48-152.jpg,center,train
photo_2024-12-14_04-18-48-259.jpg,right,train
photo_2024-12-14_04-18-51-482.jpg,left,train
photo_2024-12-14_04-18-58-925.jpg,left,train
photo_2024-12-14_04-18-59-034.jpg,right,train
photo_2024-12-14_04-19-01-383.jpg,right,train
photo_2024-12-14_04-19-05-378.jpg,center,train
photo_2024-12-14_04-19-05-486.jpg,left,val
photo_2024-12-14_04-19-09-415.jpg,center,train
photo_2024-12-14_04-19-16-012.jpg,right,train
photo_2024-12-14_04-19-18-211.jpg,left,val
photo_2024-12-14_04-19-22-939.jpg,left,val
photo_2024-12-14_04-19-25-343.jpg,right,test
photo_2024-12-14_04-19-33-323.jpg,center,val
photo_2024-12-14_04-23-38.jpg,right,train
photo_2024-12-14_04-23-39.jpg,right,test
photo_2024-12-14_04-23-40.jpg,center,train
photo_2024-12-14_04-23-44.jpg,left,train
photo_2024-12-14_04-23-46.jpg,right,train
photo_2024-12-14_04-23-47.jpg,right,train
photo_2024-12-14_04-23-48.jpg,right,train
photo_2024-12-14_04-23-49.jpg,right,train
photo_2024-12-14_04-23-50.jpg,left,test
photo_2024-12-14_04-23-51.jpg,center,train
photo_2024-12-14_04-23-52.jpg,center,val
photo_2024-12-14_04-23-53.jpg,right,test
photo_2024-12-14_04-23-55.jpg,right,train
photo_2024-12-14_04-23-56(1).jpg,center,train
photo_2024-12-14_04-23-56.jpg,center,test
photo_2024-12-14_04-23-57(1).jpg,left,train
photo_2024-12-14_04-23-57.jpg,right,train
photo_2024-12-14_04-24-03.jpg,right,train
photo_2024-12-14_04-24-07.jpg,center,val
photo_2024-12-14_04-24-08.jpg,left,train
photo_2024-12-14_04-24-09.jpg,left,train
photo_2024-12-14_04-35-50-769.jpg,center,train
photo_2024-12-14_04-35-56-604.jpg,center,test
photo_2024-12-14_04-36-01-670.jpg,right,train
photo_2024-12-14_04-36-10-145.jpg,left,train
photo_2024-12-14_04-36-16-415.jpg,right,train
photo_2024-12-14_04-36-23-807.jpg,left,train
photo_2024-12-14_04-36-27-478.jpg,center,train
photo_2024-12-14_04-36-29-507.jpg,center,train
photo_2024-12-14_04-36-29-671.jpg,left,val
photo_2024-12-14_04-36-31-639.jpg,left,test
photo_2024-12-14_04-36-33-471.jpg,left,train
photo_2024-12-14_04-36-35-274.jpg,left,train
photo_2024-12-14_04-36-37-441.jpg,right,train
photo_2024-12-14_04-36-43-471.jpg,center,test
photo_2024-12-14_04-36-45-270.jpg,center,test
photo_2024-12-14_04-36-50-069.jpg,right,test
photo_2024-12-14_04-36-57-099.jpg,center,val
photo_2024-12-14_04-37-14-344.jpg,right,train
photo_2024-12-14_04-37-15-753.jpg,right,train
photo_2024-12-14_04-37-16-820.jpg,right,train
photo_2024-12-14_04-37-18-855.jpg,center,train
photo_2024-12-14_04-37-19-349.jpg,right,val
photo_2024-12-14_04-37-22-549.jpg,center,train
photo_2024-12-14_04-37-23-916.jpg,center,val
photo_2024-12-14_04-37-24-982.jpg,left,train
photo_2024-12-14_04-37-35-207.jpg,right,train
photo_2024-12-14_04-37-35-378.jpg,right,train
photo_2024-12-14_04-37-37-473.jpg,right,train
photo_2024-12-14_04-37-54-504.jpg,right,train
photo_2024-12-14_04-39-29-169.jpg,right,val
photo_2024-12-14_04-39-29-300.jpg,center,test
photo_2024-12-14_04-39-31-953.jpg,left,train
photo_2024-12-14_04-39-38-922.jpg,center,train
photo_2024-12-14_04-39-48-091.jpg,left,test
photo_2024-12-14_04-39-50-221.jpg,center,train
photo_2024-12-14_04-39-51-790.jpg,center,val
photo_2024-12-14_04-39-53-359.jpg,left,train
photo_2024-12-14_04-39-54-898.jpg,left,val
photo_2024-12-14_04-39-58-430.jpg,right,train
photo_2024-12-14_04-40-00-470.jpg,center,train
photo_2024-12-14_04-40-00-577.jpg,right,train
photo_2024-12-14_06-15-54.jpg,right,train
photo_2024-12-14_06-15-55.jpg,right,val
photo_2024-12-14_06-15-56.jpg,center,val
photo_2024-12-14_06-15-57.jpg,right,train
photo_2024-12-14_06-15-58.jpg,right,train
photo_2024-12-14_06-15-59.jpg,right,train
photo_2024-12-14_06-16-08.jpg,center,train
photo_2024-12-14_06-16-09.jpg,right,train
photo_2024-12-14_06-16-10.jpg,left,train
photo_2024-12-14_06-16-11.jpg,left,train
photo_2024-12-14_06-16-12.jpg,left,train
photo_2024-12-14_06-16-13.jpg,left,val
photo_2024-12-14_06-16-14.jpg,left,val
photo_2024-12-14_06-16-15.jpg,center,val
photo_2024-12-14_06-16-16.jpg,left,train
photo_2024-12-14_06-16-17.jpg,left,train
photo_2024-12-14_06-16-18.jpg,left,train
photo_2024-12-14_06-16-23.jpg,left,train
photo_2024-12-14_06-16-24.jpg,right,train
photo_2024-12-14_06-16-25.jpg,left,val
photo_2024-12-14_06-16-26.jpg,center,train
photo_2024-12-14_06-16-27.jpg,left,train
photo_2024-12-14_06-16-28.jpg,right,val
photo_2024-12-14_06-16-29.jpg,right,train
photo_2024-12-14_06-16-30.jpg,left,val
photo_2024-12-14_06-16-31.jpg,right,val
photo_2024-12-14_06-16-32.jpg,center,val
photo_2024-12-14_06-16-39.jpg,left,test
photo_2024-12-14_06-16-40.jpg,left,train
photo_2024-12-14_06-16-41.jpg,left,train
photo_2024-12-14_06-16-42.jpg,right,test
photo_2024-12-14_06-16-43.jpg,right,train
photo_2024-12-14_06-18-04.jpg,left,train
photo_2024-12-14_06-18-05.jpg,center,train
photo_2024-12-14_06-18-06.jpg,left,test
photo_2024-12-14_06-18-07.jpg,right,train
photo_2024-12-14_06-18-08.jpg,right,train
photo_2024-12-14_06-18-09.jpg,right,train
photo_2024-12-14_06-18-10.jpg,center,test
photo_2024-12-14_06-18-11.jpg,right,train
photo_2024-12-14_06-18-12.jpg,left,train
photo_2024-12-14_06-18-13.jpg,left,train
photo_2024-12-14_06-18-15.jpg,left,train
photo_2024-12-14_06-18-16.jpg,left,val
photo_2024-12-14_06-18-17.jpg,center,train
photo_2024-12-14_06-18-18.jpg,left,train
photo_2024-12-14_06-18-19.jpg,left,train
photo_2024-12-14_06-18-20.jpg,left,val
photo_2024-12-14_06-18-21.jpg,right,train
photo_2024-12-14_06-18-22.jpg,center,train
photo_2024-12-14_06-18-23.jpg,left,train
photo_2024-12-14_06-18-32.jpg,right,train
photo_2024-12-14_06-18-35.jpg,center,train
photo_2024-12-14_06-18-36.jpg,left,train
photo_2024-12-14_06-18-37.jpg,center,val
photo_2024-12-14_06-18-38.jpg,right,train
photo_2024-12-14_06-18-39.jpg,center,train
photo_2024-12-14_06-18-40.jpg,right,train
photo_2024-12-14_06-18-41.jpg,left,val
photo_2024-12-14_06-18-42.jpg,right,train
photo_2024-12-14_06-18-50.jpg,center,train
photo_2024-12-14_06-18-52.jpg,right,train
photo_2024-12-14_06-18-53.jpg,center,test
photo_2024-12-14_06-19-00.jpg,left,test
photo_2024-12-14_06-19-11.jpg,left,val
photo_2024-12-14_06-19-14.jpg,center,train
photo_2024-12-14_21-06-37-210.jpg,left,val
photo_2024-12-14_21-06-37-309.jpg,right,train
photo_2024-12-14_21-06-37-410.jpg,left,train
photo_2024-12-14_21-06-37-509.jpg,center,test
photo_2024-12-14_21-06-37-609.jpg,center,train
photo_2024-12-14_21-06-37-709.jpg,center,train
photo_2024-12-14_21-06-37-809.jpg,left,train
photo_2024-12-14_21-06-37-908.jpg,left,train
photo_2024-12-14_21-06-38-009.jpg,left,val
photo_2024-12-14_21-06-38-109.jpg,left,test
photo_2024-12-14_21-06-38-204.jpg,center,train
photo_2024-12-14_21-06-38-299.jpg,right,test
photo_2024-12-14_21-06-38-400.jpg,center,train
photo_2024-12-14_21-06-38-504.jpg,center,train
photo_2024-12-14_21-06-38-604.jpg,center,train
photo_2024-12-14_21-06-38-704.jpg,left,val
photo_2024-12-14_21-06-38-800.jpg,center,train
photo_2024-12-14_21-06-38-904.jpg,center,train
photo_2024-12-14_21-06-39-004.jpg,right,test
photo_2024-12-14_21-06-39-100.jpg,left,train
photo_2024-12-14_21-06-39-204.jpg,right,val
photo_2024-12-14_21-06-39-304.jpg,right,train
photo_2024-12-14_21-06-39-400.jpg,center,val
photo_2024-12-14_21-06-39-501.jpg,left,train
photo_2024-12-14_21-06-39-604.jpg,center,train
photo_2024-12-14_21-06-39-705.jpg,left,val
photo_2024-12-14_21-06-39-800.jpg,center,train
photo_2024-12-14_21-06-39-904.jpg,center,val
photo_2024-12-14_21-06-40-001.jpg,left,train
photo_2024-12-14_21-06-40-100.jpg,left,train
photo_2024-12-14_21-06-40-205.jpg,right,val
photo_2024-12-14_21-06-40-300.jpg,right,val
photo_2024-12-14_21-06-40-400.jpg,left,train
photo_2024-12-14_21-06-40-500.jpg,right,train
photo_2024-12-14_21-06-40-601.jpg,center,train
photo_2024-12-14_21-06-40-700.jpg,right,val
photo_2024-12-14_21-06-40-800.jpg,right,train
photo_2024-12-14_21-06-40-900.jpg,center,test
photo_2024-12-14_21-06-40-983.jpg,right,train
photo_2024-12-14_21-06-41-100.jpg,center,val
photo_2024-12-14_21-06-41-204.jpg,left,test
photo_2024-12-14_21-06-41-301.jpg,right,train
photo_2024-12-14_21-06-41-401.jpg,left,train
photo_2024-12-14_21-06-41-501.jpg,left,train
photo_2024-12-14_21-06-41-600.jpg,left,test
photo_2024-12-14_21-06-41-700.jpg,center,train
photo_2024-12-14_21-06-41-800.jpg,center,train
photo_2024-12-14_21-06-41-901.jpg,right,train
photo_2024-12-14_21-06-42-000.jpg,left,train
photo_2024-12-14_21-06-42-101.jpg,right,train
photo_2024-12-14_21-06-42-205.jpg,left,train
photo_2024-12-14_21-06-42-301.jpg,left,test
photo_2024-12-14_21-06-42-400.jpg,center,train
photo_2024-12-14_21-06-42-500.jpg,left,train
photo_2024-12-14_21-06-42-600.jpg,left,train
photo_2024-12-14_21-06-42-700.jpg,left,test
photo_2024-12-14_21-06-42-800.jpg,center,test
photo_2024-12-14_21-06-42-904.jpg,right,train
photo_2024-12-14_21-06-43-001.jpg,center,test
photo_2024-12-14_21-06-43-100.jpg,left,val
photo_2024-12-14_21-06-43-201.jpg,right,test
photo_2024-12-14_21-06-43-301.jpg,right,train
photo_2024-12-14_21-06-43-400.jpg,center,val
photo_2024-12-14_21-06-43-499.jpg,center,train
photo_2024-12-14_21-06-43-599.jpg,center,train
photo_2024-12-14_21-06-43-700.jpg,left,val
photo_2024-12-14_21-06-43-800.jpg,right,train
photo_2024-12-14_21-06-43-900.jpg,right,train
photo_2024-12-14_21-06-44-001.jpg,center,test
photo_2024-12-14_21-06-44-100.jpg,left,train
photo_2024-12-14_21-06-44-201.jpg,left,train
photo_2024-12-14_21-06-44-300.jpg,center,val
photo_2024-12-14_21-06-44-400.jpg,center,train
photo_2024-12-14_21-06-44-500.jpg,center,val
photo_2024-12-14_21-06-44-600.jpg,center,val
photo_2024-12-14_21-06-44-701.jpg,center,train
photo_2024-12-14_21-06-44-801.jpg,right,test
photo_2024-12-14_21-06-44-900.jpg,center,val
photo_2024-12-14_21-06-45-000.jpg,left,test
photo_2024-12-14_21-06-45-100.jpg,left,train
photo_2024-12-14_21-06-45-200.jpg,left,train
photo_2024-12-14_21-06-45-300.jpg,left,train
photo_2024-12-14_21-06-45-400.jpg,right,train
photo_2024-12-14_21-06-45-501.jpg,center,val
photo_2024-12-14_21-06-45-601.jpg,center,train
photo_2024-12-14_21-06-45-700.jpg,center,train
photo_2024-12-14_21-06-45-800.jpg,left,train
photo_2024-12-14_21-06-45-900.jpg,center,train
photo_2024-12-14_21-06-46-001.jpg,right,train
photo_2024-12-14_21-06-46-100.jpg,right,train
photo_2024-12-14_21-06-46-200.jpg,left,train
photo_2024-12-14_21-06-46-300.jpg,right,train
photo_2024-12-14_21-06-46-400.jpg,center,train
photo_2024-12-14_21-06-46-500.jpg,center,train
photo_2024-12-14_21-06-46-600.jpg,right,train
photo_2024-12-14_21-06-46-700.jpg,right,train
photo_2024-12-14_21-06-46-800.jpg,center,train
photo_2024-12-14_21-06-46-900.jpg,left,test
photo_2024-12-14_21-06-46-999.jpg,left,val
photo_2024-12-14_21-06-47-100.jpg,left,val
photo_2024-12-14_21-06-47-200.jpg,center,train
photo_2024-12-14_21-06-47-299.jpg,right,test
photo_2024-12-14_21-06-47-400.jpg,right,train
photo_2024-12-14_21-06-47-501.jpg,right,train
photo_2024-12-14_21-06-47-600.jpg,right,val
photo_2024-12-14_21-06-47-701.jpg,left,test
photo_2024-12-14_21-06-47-801.jpg,right,val
photo_2024-12-14_21-06-47-900.jpg,left,train
photo_2024-12-14_21-06-48-000.jpg,center,train
photo_2024-12-14_21-06-48-100.jpg,center,test
photo_2024-12-14_21-06-48-200.jpg,center,train
photo_2024-12-14_21-06-48-300.jpg,center,test
photo_2024-12-14_21-06-48-401.jpg,center,train
photo_2024-12-14_21-06-48-500.jpg,right,train
photo_2024-12-14_21-06-48-601.jpg,right,train
photo_2024-12-14_21-06-48-700.jpg,left,train
photo_2024-12-14_21-06-48-801.jpg,left,train
photo_2024-12-14_21-06-48-901.jpg,center,train
photo_2024-12-14_21-06-49-004.jpg,center,val
photo_2024-12-14_21-06-49-100.jpg,left,train
photo_2024-12-14_21-06-49-204.jpg,center,train
photo_2024-12-14_21-06-49-305.jpg,center,val
photo_2024-12-14_21-06-49-400.jpg,right,train
photo_2024-12-14_21-06-49-500.jpg,center,train
photo_2024-12-14_21-06-49-601.jpg,center,train
photo_2024-12-14_21-06-49-707.jpg,left,test
photo_2024-12-14_21-06-49-801.jpg,center,test
photo_2024-12-14_21-06-49-900.jpg,center,test
photo_2024-12-14_21-06-50-001.jpg,right,train
photo_2024-12-14_21-06-50-104.jpg,left,val
photo_2024-12-14_21-06-50-200.jpg,center,train
photo_2024-12-14_21-06-50-300.jpg,center,train
photo_2024-12-14_21-06-50-404.jpg,center,train
photo_2024-12-14_21-06-50-504.jpg,left,test
photo_2024-12-14_21-06-50-600.jpg,center,val
photo_2024-12-14_21-06-50-700.jpg,right,train
photo_2024-12-14_21-06-50-801.jpg,center,train
photo_2024-12-14_21-06-50-900.jpg,center,train
photo_2024-12-14_21-06-51-000.jpg,left,test
photo_2024-12-14_21-06-51-104.jpg,center,train
photo_2024-12-14_21-06-51-205.jpg,center,train
photo_2024-12-14_21-06-51-304.jpg,center,train
photo_2024-12-14_21-06-51-405.jpg,center,train
photo_2024-12-14_21-06-51-501.jpg,right,val
photo_2024-12-14_21-06-51-600.jpg,center,train
photo_2024-12-14_21-06-51-700.jpg,center,train
photo_2024-12-14_21-06-51-800.jpg,right,train
photo_2024-12-14_21-06-51-900.jpg,center,test
photo_2024-12-14_21-06-52-000.jpg,left,train
photo_2024-12-14_21-06-52-100.jpg,left,train
photo_2024-12-14_21-06-52-200.jpg,left,val
photo_2024-12-14_21-06-52-300.jpg,center,test
photo_2024-12-14_21-06-52-400.jpg,center,train
photo_2024-12-14_21-06-52-500.jpg,right,test
photo_2024-12-14_21-06-52-600.jpg,center,train
photo_2024-12-14_21-06-52-700.jpg,left,train
photo_2024-12-14_21-06-52-800.jpg,right,train
photo_2024-12-14_21-06-52-900.jpg,right,train
photo_2024-12-14_21-06-53-001.jpg,left,train
photo_2024-12-14_21-06-53-100.jpg,center,test
photo_2024-12-14_21-06-53-200.jpg,center,train
photo_2024-12-14_21-06-53-301.jpg,center,val
photo_2024-12-14_21-06-53-401.jpg,left,train
photo_2024-12-14_21-06-53-500.jpg,left,val
photo_2024-12-14_21-06-53-601.jpg,center,train
photo_2024-12-14_21-06-53-702.jpg,right,train
photo_2024-12-14_21-06-53-800.jpg,center,train
photo_2024-12-14_21-06-53-900.jpg,right,train
photo_2024-12-14_21-06-54-000.jpg,left,train
photo_2024-12-14_21-06-54-101.jpg,center,train
photo_2024-12-14_21-06-54-200.jpg,left,val
photo_2024-12-14_21-06-54-300.jpg,left,test
photo_2024-12-14_21-06-54-400.jpg,right,test
photo_2024-12-14_21-06-54-500.jpg,center,test
photo_2024-12-14_21-06-54-600.jpg,center,val
photo_2024-12-14_21-06-54-700.jpg,center,test
photo_2024-12-14_21-06-54-800.jpg,center,train
photo_2024-12-14_21-06-54-900.jpg,left,val
photo_2024-12-14_21-06-55-000.jpg,center,train
photo_2024-12-14_21-06-55-100.jpg,right,train
photo_2024-12-14_21-06-55-200.jpg,center,train
photo_2024-12-14_21-06-55-300.jpg,left,train
photo_2024-12-14_21-06-55-400.jpg,left,train
photo_2024-12-14_21-06-55-500.jpg,right,train
photo_2024-12-14_21-06-55-601.jpg,right,val
photo_2024-12-14_21-06-55-700.jpg,left,train
photo_2024-12-14_21-06-55-800.jpg,left,train
photo_2024-12-14_21-06-55-900.jpg,right,train
photo_2024-12-14_21-06-56-001.jpg,left,train
photo_2024-12-14_21-06-56-100.jpg,center,train
photo_2024-12-14_21-06-56-200.jpg,right,val
photo_2024-12-14_21-06-56-301.jpg,center,val
photo_2024-12-14_21-06-56-396.jpg,right,train
photo_2024-12-14_21-06-56-500.jpg,center,train
photo_2024-12-14_21-06-56-600.jpg,right,train
photo_2024-12-14_21-06-56-696.jpg,left,train
photo_2024-12-14_21-06-56-800.jpg,left,train
photo_2024-12-14_21-06-56-901.jpg,right,train
photo_2024-12-14_21-06-57-000.jpg,right,test
photo_2024-12-14_21-06-57-100.jpg,right,val
photo_2024-12-14_21-06-57-201.jpg,center,train
photo_2024-12-14_21-06-57-300.jpg,center,train
photo_2024-12-14_21-06-57-400.jpg,left,train
photo_2024-12-14_21-06-57-500.jpg,center,train
photo_2024-12-14_21-06-57-601.jpg,left,train
photo_2024-12-14_21-06-57-701.jpg,center,test
photo_2024-12-14_21-06-57-800.jpg,left,train
photo_2024-12-14_21-06-57-901.jpg,left,train
photo_2024-12-14_21-06-58-000.jpg,center,val
photo_2024-12-14_21-06-58-100.jpg,center,train
photo_2024-12-14_21-06-58-200.jpg,left,train
photo_2024-12-14_21-06-58-300.jpg,left,test
photo_2024-12-14_21-06-58-396.jpg,right,train
photo_2024-12-14_21-06-59-600.jpg,left,test
photo_2024-12-14_21-06-59-700.jpg,center,train
photo_2024-12-14_21-06-59-801.jpg,right,train
photo_2024-12-14_21-06-59-896.jpg,center,train
photo_2024-12-14_21-06-59-996.jpg,center,train
photo_2024-12-14_21-07-00-097.jpg,right,val
photo_2024-12-14_21-07-00-201.jpg,right,train
photo_2024-12-14_21-07-00-300.jpg,right,train
photo_2024-12-14_21-07-00-401.jpg,center,val
photo_2024-12-14_21-07-00-500.jpg,right,train
photo_2024-12-14_21-07-00-596.jpg,right,train
photo_2024-12-14_21-07-00-696.jpg,left,val
photo_2024-12-14_21-07-00-800.jpg,left,train
photo_2024-12-14_21-07-00-896.jpg,left,train
photo_2024-12-14_21-07-00-996.jpg,left,val
photo_2024-12-14_21-07-01-096.jpg,right,train
photo_2024-12-14_21-07-01-196.jpg,center,train
photo_2024-12-14_21-07-01-296.jpg,center,train
photo_2024-12-14_21-07-01-397.jpg,center,train
photo_2024-12-14_21-07-01-496.jpg,left,val
photo_2024-12-14_21-07-01-597.jpg,center,train
photo_2024-12-14_21-07-01-696.jpg,center,train
photo_2024-12-14_21-07-01-800.jpg,right,train
photo_2024-12-14_21-07-01-897.jpg,left,test
photo_2024-12-14_21-07-01-996.jpg,right,test
photo_2024-12-14_21-07-02-100.jpg,right,test
photo_2024-12-14_21-07-02-200.jpg,left,train
photo_2024-12-14_21-07-02-297.jpg,left,train
photo_2024-12-14_21-07-02-397.jpg,left,train
photo_2024-12-14_21-07-02-497.jpg,right,val
photo_2024-12-14_21-07-02-596.jpg,left,train
photo_2024-12-14_21-07-02-696.jpg,center,train
photo_2024-12-14_21-07-02-797.jpg,left,train
photo_2024-12-14_21-07-02-897.jpg,center,train
photo_2024-12-14_21-07-02-997.jpg,left,train
photo_2024-12-14_21-07-03-097.jpg,left,test
photo_2024-12-14_21-07-03-197.jpg,right,train
photo_2024-12-14_21-07-03-296.jpg,right,train
photo_2024-12-14_21-07-03-396.jpg,right,train
photo_2024-12-14_21-07-03-497.jpg,center,val
photo_2024-12-14_21-07-03-596.jpg,right,train
photo_2024-12-14_21-07-03-696.jpg,left,train
photo_2024-12-14_21-07-03-796.jpg,center,train
photo_2024-12-14_21-07-03-896.jpg,center,train
photo_2024-12-14_21-07-03-998.jpg,center,train
photo_2024-12-14_21-07-04-097.jpg,left,train
photo_2024-12-14_21-07-04-197.jpg,left,train
photo_2024-12-14_21-07-04-297.jpg,right,train
photo_2024-12-14_21-07-04-397.jpg,center,train
photo_2024-12-14_21-07-04-497.jpg,center,train
photo_2024-12-14_21-07-05-097.jpg,center,train
photo_2024-12-14_21-07-05-197.jpg,left,train
photo_2024-12-14_21-07-05-297.jpg,right,test
